ID,y
6120,114.80229
6121,89.09009
6122,80.88664
6123,28.111511
6124,13.302169
6125,12.658069
6126,26.547762
6127,146.34964
6128,248.57492
6129,180.50584
6130,158.77492
6131,177.95593
6132,184.19392
6133,185.6879
6134,188.72156
6135,186.6807
6136,196.80833
6137,238.04968
6138,303.77844
6139,214.76578
6140,196.96593
6141,262.42047
6142,242.14856
6143,181.9064
6144,137.00742
6145,110.88818
6146,35.1736
6147,24.386017
6148,35.889652
6149,13.768067
6150,61.71897
6151,150.68282
6152,261.79883
6153,186.5309
6154,178.71355
6155,175.59818
6156,182.20633
6157,187.23808
6158,189.71211
6159,197.17773
6160,192.74019
6161,234.04463
6162,299.71115
6163,214.31099
6164,205.78745
6165,291.6255
6166,280.44803
6167,212.01588
6168,143.85976
6169,122.70073
6170,84.06893
6171,54.55867
6172,43.37536
6173,39.883823
6174,65.07989
6175,203.12204
6176,328.84946
6177,230.8774
6178,200.96996
6179,196.5844
6180,196.18922
6181,205.86346
6182,236.89546
6183,251.55893
6184,252.97823
6185,282.20972
6186,312.25888
6187,227.16393
6188,225.56177
6189,210.02142
6190,207.37625
6191,163.89037
6192,150.29019
6193,125.54157
6194,81.25344
6195,62.174767
6196,53.434322
6197,44.25407
6198,75.310394
6199,193.19135
6200,341.90094
6201,245.82336
6202,217.82033
6203,224.61996
6204,244.85541
6205,246.64775
6206,247.738
6207,253.87799
6208,257.70847
6209,279.98593
6210,319.88403
6211,218.08559
6212,214.33765
6213,201.92355
6214,207.07631
6215,147.30132
6216,157.77588
6217,126.366104
6218,81.43
6219,50.078205
6220,48.580353
6221,55.03522
6222,80.56501
6223,178.42618
6224,336.3111
6225,223.58597
6226,169.5963
6227,178.23993
6228,188.11464
6229,186.48036
6230,187.56041
6231,195.43954
6232,199.90463
6233,247.72272
6234,317.08804
6235,222.40152
6236,215.52975
6237,215.66489
6238,202.92255
6239,148.57408
6240,156.84152
6241,128.4455
6242,80.94005
6243,55.923195
6244,53.786312
6245,51.640656
6246,78.827126
6247,222.5219
6248,359.7945
6249,251.43275
6250,221.83105
6251,229.14104
6252,249.35764
6253,258.01532
6254,257.82843
6255,243.9446
6256,229.21303
6257,220.98737
6258,165.37195
6259,181.07501
6260,170.97336
6261,91.485916
6262,198.24481
6263,138.98035
6264,160.59155
6265,146.1972
6266,97.35244
6267,75.720955
6268,62.42647
6269,72.28248
6270,108.55883
6271,190.12318
6272,253.94226
6273,207.57126
6274,220.88774
6275,214.88121
6276,220.30362
6277,223.95999
6278,221.19406
6279,229.05676
6280,255.98006
6281,278.5082
6282,343.77133
6283,267.7515
6284,263.99103
6285,271.4384
6286,241.34854
6287,170.05664
6288,105.80674
6289,109.40022
6290,81.54852
6291,61.6231
6292,56.623928
6293,62.920956
6294,84.98948
6295,197.79523
6296,346.12433
6297,235.68343
6298,233.75107
6299,254.60078
6300,237.76212
6301,261.78204
6302,337.6402
6303,472.8237
6304,387.8338
6305,385.29373
6306,466.3593
6307,289.02036
6308,284.97556
6309,259.98407
6310,258.73615
6311,190.44148
6312,166.07574
6313,150.50006
6314,108.51915
6315,93.05304
6316,82.678505
6317,75.12829
6318,109.71967
6319,263.3288
6320,435.37155
6321,274.80753
6322,274.58694
6323,348.6018
6324,383.55728
6325,379.9538
6326,412.30667
6327,419.7252
6328,426.7407
6329,457.3005
6330,629.22656
6331,316.04935
6332,290.09125
6333,306.8251
6334,304.30533
6335,236.16534
6336,155.51651
6337,160.4077
6338,121.143616
6339,41.59936
6340,73.02002
6341,65.32709
6342,97.46125
6343,248.58873
6344,387.52655
6345,263.40384
6346,197.7832
6347,207.80214
6348,240.22409
6349,277.76733
6350,293.6612
6351,302.52374
6352,311.95938
6353,348.0345
6354,590.90704
6355,321.9996
6356,293.9569
6357,275.2773
6358,272.73663
6359,178.4604
6360,189.23743
6361,168.2612
6362,125.95804
6363,103.83682
6364,78.37127
6365,84.300125
6366,122.36185
6367,230.30544
6368,372.8109
6369,331.56952
6370,270.61526
6371,274.10828
6372,286.37927
6373,360.99567
6374,526.36304
6375,526.4333
6376,535.2117
6377,437.513
6378,591.77655
6379,454.4343
6380,311.8968
6381,305.92456
6382,286.51355
6383,223.7499
6384,175.04703
6385,158.2284
6386,110.68399
6387,91.85951
6388,84.16098
6389,84.2257
6390,104.09724
6391,239.32133
6392,442.51254
6393,282.9174
6394,284.96808
6395,352.18677
6396,469.7323
6397,505.99634
6398,572.9063
6399,554.80634
6400,675.59595
6401,611.48303
6402,701.4603
6403,492.90512
6404,301.5722
6405,264.58585
6406,264.3783
6407,204.14792
6408,178.3446
6409,156.26784
6410,111.86742
6411,88.78597
6412,78.71783
6413,73.86491
6414,114.07208
6415,269.82184
6416,456.49933
6417,281.52667
6418,274.9547
6419,357.2821
6420,518.53174
6421,574.5867
6422,650.6158
6423,662.9312
6424,656.57825
6425,676.32385
6426,729.7737
6427,583.4178
6428,408.3992
6429,361.45605
6430,312.56268
6431,234.55678
6432,195.0518
6433,181.68977
6434,119.3146
6435,91.853935
6436,85.494385
6437,95.89988
6438,99.03559
6439,240.9618
6440,394.50732
6441,354.52762
6442,285.20197
6443,316.67072
6444,354.06122
6445,372.61746
6446,374.7627
6447,399.8656
6448,403.08795
6449,386.94574
6450,506.48187
6451,421.157
6452,420.48428
6453,390.28137
6454,378.3107
6455,267.0714
6456,209.03305
6457,183.88092
6458,141.23302
6459,78.49998
6460,66.299774
6461,66.44165
6462,78.365685
6463,234.52036
6464,470.06802
6465,342.44287
6466,302.18488
6467,345.273
6468,417.38364
6469,377.40607
6470,239.3409
6471,121.63179
6472,213.76605
6473,191.06404
6474,111.492935
6475,168.53296
6476,204.39966
6477,60.355137
6478,158.37648
6479,134.9791
6480,245.88385
6481,135.43356
6482,91.85404
6483,77.519905
6484,72.75065
6485,70.672264
6486,116.17025
6487,265.8871
6488,500.45862
6489,439.43286
6490,428.1554
6491,457.16113
6492,483.274
6493,406.29233
6494,237.37721
6495,246.73267
6496,355.8358
6497,410.4439
6498,523.3174
6499,373.18063
6500,252.85994
6501,131.11768
6502,212.48866
6503,190.62218
6504,194.28815
6505,155.31209
6506,102.74625
6507,62.297787
6508,49.943684
6509,57.48473
6510,119.7855
6511,256.72372
6512,462.96243
6513,464.62674
6514,437.8063
6515,568.3656
6516,640.06323
6517,757.6822
6518,852.18604
6519,776.099
6520,900.91644
6521,778.11926
6522,862.37256
6523,591.647
6524,436.82837
6525,390.33582
6526,402.37485
6527,248.96158
6528,199.40488
6529,161.69807
6530,111.475136
6531,87.70622
6532,79.91003
6533,68.02337
6534,137.8135
6535,276.00015
6536,504.8282
6537,323.72507
6538,369.56406
6539,519.7886
6540,647.25543
6541,742.865
6542,857.13275
6543,925.89886
6544,1044.1699
6545,1028.6958
6546,998.2429
6547,645.3092
6548,488.11844
6549,426.75195
6550,308.9712
6551,321.21225
6552,239.84042
6553,226.6254
6554,123.55629
6555,107.11605
6556,61.51684
6557,62.904705
6558,95.09535
6559,348.17142
6560,552.95306
6561,424.8562
6562,366.25012
6563,397.51706
6564,592.0815
6565,775.73474
6566,888.4719
6567,780.03156
6568,763.3614
6569,692.4314
6570,479.0213
6571,347.09882
6572,260.53064
6573,261.29874
6574,245.95335
6575,144.14539
6576,171.18877
6577,135.30959
6578,91.771355
6579,76.204994
6580,61.654026
6581,60.283028
6582,110.59901
6583,315.50436
6584,541.6688
6585,375.2012
6586,365.39978
6587,419.56403
6588,591.9852
6589,806.90314
6590,914.7014
6591,1019.2755
6592,1181.3191
6593,1329.8699
6594,1495.9341
6595,862.0804
6596,550.91907
6597,473.46152
6598,380.14697
6599,241.04031
6600,185.77333
6601,127.595695
6602,38.79213
6603,53.40579
6604,47.224514
6605,57.742584
6606,86.77598
6607,173.57162
6608,480.66284
6609,357.48843
6610,348.5926
6611,520.4131
6612,818.29724
6613,898.31116
6614,1032.7
6615,1154.1875
6616,1290.8223
6617,1589.6741
6618,1891.7489
6619,1402.3978
6620,1053.2883
6621,866.22314
6622,738.17896
6623,486.76263
6624,441.21338
6625,298.85306
6626,148.91829
6627,89.93518
6628,81.35098
6629,96.84799
6630,139.15927
6631,553.5309
6632,923.38464
6633,738.7934
6634,665.01904
6635,853.4134
6636,791.539
6637,1034.8989
6638,1085.596
6639,1195.3315
6640,1359.5122
6641,1517.3727
6642,1811.2473
6643,1226.4368
6644,853.18726
6645,826.41986
6646,857.6898
6647,663.87555
6648,497.57153
6649,499.4964
6650,350.76044
6651,193.84671
6652,183.39107
6653,149.12558
6654,172.46347
6655,485.0819
6656,861.49524
6657,796.01166
6658,649.468
6659,765.0759
6660,770.35333
6661,936.8062
6662,909.77966
6663,896.42224
6664,1082.3561
6665,1442.9512
6666,2111.6477
6667,1625.7062
6668,1257.7966
6669,943.8624
6670,835.758
6671,713.2273
6672,511.35986
6673,440.326
6674,341.1143
6675,226.73991
6676,206.38345
6677,185.15459
6678,274.46738
6679,481.79163
6680,846.56934
6681,493.30603
6682,653.12946
6683,834.3078
6684,943.7238
6685,1053.9412
6686,1065.6827
6687,1128.0248
6688,1310.3583
6689,1495.822
6690,2266.6523
6691,1635.8756
6692,996.289
6693,976.73926
6694,813.2969
6695,619.4182
6696,543.844
6697,502.95508
6698,281.56787
6699,198.78622
6700,157.07446
6701,151.07475
6702,213.50931
6703,546.147
6704,923.8686
6705,884.85114
6706,815.28564
6707,943.3041
6708,1044.8433
6709,1123.7745
6710,1164.9927
6711,1269.6499
6712,1283.9158
6713,1666.2389
6714,1912.1375
6715,1685.6335
6716,1016.16437
6717,810.1637
6718,797.08215
6719,597.75836
6720,522.2453
6721,415.018
6722,291.53644
6723,177.24701
6724,148.81982
6725,165.93857
6726,213.47116
6727,597.12396
6728,1100.9531
6729,903.0562
6730,785.99335
6731,864.6985
6732,904.8733
6733,983.4625
6734,1163.7773
6735,1255.6478
6736,1470.1692
6737,1753.261
6738,2037.8547
6739,1776.8539
6740,1254.096
6741,1222.8824
6742,1178.8634
6743,722.82794
6744,568.0521
6745,481.838
6746,324.75217
6747,189.90018
6748,159.71758
6749,193.30305
6750,229.20656
6751,874.3544
6752,1493.9727
6753,773.2274
6754,840.1026
6755,927.89307
6756,1140.4143
6757,1428.7285
6758,1474.8136
6759,1631.5
6760,1606.3892
6761,1801.065
6762,2208.4683
6763,1960.9735
6764,1617.957
6765,1487.2384
6766,1326.4404
6767,1029.7977
6768,661.7517
6769,565.091
6770,322.55927
6771,277.4672
6772,241.04015
6773,218.54959
6774,300.85257
6775,597.66113
6776,879.18304
6777,914.6365
6778,509.65894
6779,841.73206
6780,974.87695
6781,1198.1735
6782,1243.624
6783,1214.0217
6784,1380.5701
6785,1430.8851
6786,1269.8242
6787,1126.6934
6788,629.6027
6789,517.281
6790,449.7572
6791,146.42096
6792,189.1727
6793,113.79975
6794,70.49948
6795,27.231447
6796,0.75827694
6797,-6.475557
6798,-3.6973915
6799,33.50743
6800,35.65744
6801,13.250264
6802,18.66547
6803,42.30498
6804,50.09502
6805,45.04587
6806,109.50397
6807,86.02318
6808,137.9179
6809,109.63515
6810,151.52075
6811,90.04173
6812,52.881264
6813,58.653206
6814,335.13962
6815,338.9873
6816,525.31415
6817,342.4827
6818,183.64758
6819,11.177028
6820,44.54268
6821,153.24948
6822,266.547
6823,683.8018
6824,1176.7152
6825,676.37585
6826,574.56995
6827,597.3048
6828,814.3042
6829,911.17474
6830,944.6421
6831,998.70166
6832,1075.5009
6833,1308.9073
6834,1586.8025
6835,1413.5752
6836,1282.8423
6837,1226.9274
6838,874.7587
6839,681.6801
6840,555.7101
6841,420.48358
6842,308.56262
6843,179.92015
6844,153.41551
6845,157.28682
6846,280.1881
6847,577.3562
6848,1408.9899
6849,755.69165
6850,692.5522
6851,902.09283
6852,1012.5391
6853,1053.5497
6854,1084.764
6855,1248.2822
6856,1430.4792
6857,2003.5271
6858,2235.438
6859,2047.0054
6860,1504.8114
6861,1393.7924
6862,1317.9586
6863,1067.3499
6864,611.0977
6865,466.3305
6866,310.52853
6867,240.84648
6868,205.53905
6869,156.99821
6870,315.53784
6871,1010.12866
6872,1453.2198
6873,922.8534
6874,811.8306
6875,772.45483
6876,1021.16626
6877,1039.7241
6878,1156.8287
6879,1256.1963
6880,1445.44
6881,1779.1375
6882,2206.1816
6883,1743.5931
6884,1223.8773
6885,1037.2919
6886,1090.3524
6887,858.94446
6888,551.1195
6889,396.61057
6890,277.49063
6891,193.01294
6892,146.92133
6893,144.5961
6894,210.62355
6895,872.6646
6896,1607.378
6897,900.15735
6898,769.28235
6899,881.8009
6900,1051.97
6901,1113.5045
6902,1051.0961
6903,1309.3282
6904,1313.4207
6905,1671.2673
6906,2048.7634
6907,1713.7102
6908,1467.5391
6909,1285.4487
6910,999.87256
6911,711.5908
6912,531.86017
6913,438.45557
6914,351.58566
6915,191.1157
6916,169.89299
6917,150.40729
6918,189.8522
6919,884.6234
6920,1215.1583
6921,888.0838
6922,859.2579
6923,1049.4231
6924,1094.9812
6925,1060.6138
6926,1376.5703
6927,1395.934
6928,1464.837
6929,1856.7589
6930,2375.95
6931,1702.357
6932,1502.9125
6933,1282.1136
6934,1184.511
6935,936.0115
6936,557.6091
6937,403.75754
6938,301.37375
6939,198.41843
6940,170.67891
6941,155.35135
6942,354.176
6943,862.4189
6944,1505.2188
6945,838.36725
6946,944.4416
6947,1017.08875
6948,1075.7633
6949,1099.6382
6950,1157.8104
6951,1292.523
6952,1344.922
6953,1753.0836
6954,2174.3772
6955,1868.6554
6956,1364.2145
6957,1354.203
6958,1280.1814
6959,948.04645
6960,566.205
6961,463.0532
6962,335.1533
6963,193.10405
6964,180.58028
6965,170.50127
6966,231.75511
6967,629.64746
6968,1143.7777
6969,882.1493
6970,869.1905
6971,943.1093
6972,1099.8931
6973,1134.1876
6974,1151.1255
6975,1222.4319
6976,1364.9949
6977,1720.595
6978,2481.3826
6979,1625.7382
6980,1368.1128
6981,1197.7003
6982,1062.9166
6983,859.26025
6984,652.2597
6985,515.23267
6986,474.37112
6987,476.50156
6988,435.25565
6989,432.61783
6990,512.879
6991,585.877
6992,992.822
6993,926.1667
6994,971.2463
6995,1261.5972
6996,1364.6997
6997,1475.3645
6998,1753.8624
6999,1800.9023
7000,1864.8824
7001,1954.0803
7002,2463.3564
7003,2013.4408
7004,1890.6045
7005,1516.129
7006,1390.9784
7007,998.97034
7008,721.00165
7009,520.80164
7010,408.21866
7011,540.06384
7012,487.6794
7013,486.79385
7014,496.322
7015,837.35645
7016,1219.8154
7017,958.1538
7018,1075.3655
7019,1096.7687
7020,1326.8225
7021,1423.7316
7022,1451.2672
7023,1360.2504
7024,930.31647
7025,624.88403
7026,322.64084
7027,108.00945
7028,768.7444
7029,706.68896
7030,519.3794
7031,206.03662
7032,135.99582
7033,116.68781
7034,44.190647
7035,23.999329
7036,144.21
7037,163.599
7038,495.59586
7039,1296.6881
7040,1241.6134
7041,797.58154
7042,864.5738
7043,1078.4434
7044,1209.0846
7045,1271.6434
7046,1458.596
7047,1672.1338
7048,1453.2611
7049,1781.141
7050,2346.6113
7051,1963.4904
7052,1795.149
7053,1394.6646
7054,1369.1062
7055,1063.4156
7056,636.0911
7057,477.9753
7058,333.02823
7059,256.59644
7060,202.95627
7061,208.2618
7062,467.11633
7063,1106.8464
7064,1389.2457
7065,920.5255
7066,985.84955
7067,1074.6469
7068,1026.9255
7069,1477.2299
7070,1168.365
7071,1541.745
7072,1356.1245
7073,2006.1425
7074,2550.1125
7075,2183.3557
7076,2066.1904
7077,1639.2186
7078,1514.2186
7079,1123.8345
7080,616.5285
7081,437.13333
7082,310.788
7083,222.49239
7084,182.99486
7085,171.72821
7086,383.01773
7087,1116.5973
7088,1484.4207
7089,993.6913
7090,1093.9097
7091,1234.4772
7092,1368.8545
7093,1462.0479
7094,1716.0042
7095,1708.5505
7096,1654.1066
7097,2028.0476
7098,2536.709
7099,2226.8582
7100,2070.135
7101,1564.2477
7102,1516.3175
7103,1150.8667
7104,660.1937
7105,477.29675
7106,337.66907
7107,258.82733
7108,196.42017
7109,181.40788
7110,345.04013
7111,1027.4137
7112,1345.1051
7113,1016.9617
7114,1055.3026
7115,1070.6079
7116,1210.5771
7117,1289.3763
7118,1304.9927
7119,1310.5781
7120,1487.9683
7121,2007.1829
7122,2411.0916
7123,2411.6182
7124,2144.5234
7125,1775.2107
7126,1630.3741
7127,1224.0647
7128,654.7501
7129,469.7921
7130,330.69067
7131,275.45605
7132,212.6901
7133,446.46234
7134,470.40775
7135,755.0059
7136,1499.8159
7137,1038.972
7138,1058.5725
7139,1131.3154
7140,1074.5869
7141,1287.7606
7142,1263.7954
7143,1647.0082
7144,1869.3727
7145,1926.3982
7146,2472.5852
7147,2125.2107
7148,2075.6045
7149,1764.4547
7150,1461.17
7151,1077.2358
7152,701.15955
7153,479.9805
7154,349.6926
7155,271.60852
7156,452.32266
7157,438.31854
7158,558.5675
7159,716.6533
7160,1314.2513
7161,1114.1117
7162,1084.2378
7163,1289.3907
7164,1522.6943
7165,1595.063
7166,1560.6326
7167,1351.7976
7168,1507.9081
7169,2001.2607
7170,2419.2925
7171,2240.6528
7172,2003.3597
7173,1760.3936
7174,1536.9476
7175,1090.7451
7176,687.3074
7177,615.9553
7178,404.6514
7179,243.64551
7180,200.95737
7181,247.54169
7182,426.39832
7183,1115.2021
7184,1515.9692
7185,920.5244
7186,928.27264
7187,1054.2522
7188,937.1044
7189,1336.4053
7190,1445.8855
7191,1621.0526
7192,1389.6132
7193,1800.9475
7194,2252.714
7195,2068.6335
7196,746.3199
7197,568.0619
7198,1404.6172
7199,633.4449
7200,575.2049
7201,555.0738
7202,368.6473
7203,209.95123
7204,170.88766
7205,202.44757
7206,438.52457
7207,861.1642
7208,960.5585
7209,879.38947
7210,907.9483
7211,1042.8303
7212,1023.0694
7213,1355.739
7214,1394.1311
7215,1403.1431
7216,1532.9193
7217,2062.0742
7218,2480.0356
7219,2196.166
7220,1893.021
7221,1548.5063
7222,1424.1198
7223,979.212
7224,514.66205
7225,438.14886
7226,343.3285
7227,177.78851
7228,160.90129
7229,146.99431
7230,469.12473
7231,1205.1626
7232,1329.1337
7233,913.0714
7234,1015.2252
7235,1210.4773
7236,1375.4545
7237,1305.9766
7238,1351.2582
7239,1652.211
7240,1638.2428
7241,2013.7653
7242,2498.8145
7243,1973.6462
7244,2026.4182
7245,1786.2849
7246,1467.89
7247,981.55225
7248,803.9343
7249,701.1819
7250,487.41934
7251,339.65576
7252,265.5225
7253,346.80267
7254,631.8676
7255,1237.4886
7256,1714.2167
7257,1111.2727
7258,1095.7449
7259,1204.724
7260,1238.9645
7261,1221.5549
7262,1334.6749
7263,1458.0248
7264,1632.7787
7265,2115.8745
7266,2677.0852
7267,2493.851
7268,2407.5767
7269,1996.0928
7270,1934.0472
7271,1552.2444
7272,903.86945
7273,708.9593
7274,519.43243
7275,362.52112
7276,340.3728
7277,357.9964
7278,627.18945
7279,1120.7634
7280,1681.297
7281,1062.9025
7282,1065.2767
7283,1041.6581
7284,1126.6986
7285,1307.9493
7286,1169.7062
7287,1463.7894
7288,1581.2885
7289,1979.408
7290,2118.151
7291,2303.9314
7292,2348.543
7293,2031.1907
7294,1885.2241
7295,1509.0813
7296,900.633
7297,808.9832
7298,558.81946
7299,377.67154
7300,319.86887
7301,320.6351
7302,666.4568
7303,860.5725
7304,1478.6708
7305,1135.1217
7306,1083.1444
7307,1121.4071
7308,1168.3878
7309,1203.6506
7310,1322.2827
7311,1516.846
7312,1704.1006
7313,2136.0435
7314,2892.4485
7315,2596.2324
7316,2323.2786
7317,2042.9603
7318,1684.7753
7319,1350.2163
7320,726.234
7321,660.6271
7322,440.6753
7323,274.42026
7324,283.7371
7325,313.86502
7326,642.79663
7327,1080.2317
7328,1927.8431
7329,1104.9978
7330,1041.3428
7331,1039.2885
7332,1104.3062
7333,1127.9078
7334,1069.5763
7335,1301.8102
7336,1470.7634
7337,1955.5023
7338,2345.0134
7339,2271.6367
7340,2294.7722
7341,1943.548
7342,1675.2616
7343,1346.4159
7344,836.2375
7345,697.7185
7346,522.19037
7347,349.18396
7348,300.81708
7349,309.16483
7350,613.9259
7351,1028.56
7352,1670.6501
7353,1072.2468
7354,925.72284
7355,1062.1837
7356,1095.225
7357,1136.6519
7358,1115.5214
7359,1274.1283
7360,1288.57
7361,1869.5536
7362,2463.202
7363,2369.4185
7364,2182.7366
7365,1835.5415
7366,1708.9539
7367,1367.2616
7368,963.0965
7369,853.92426
7370,594.0704
7371,379.25732
7372,320.32306
7373,243.98473
7374,269.54794
7375,377.8071
7376,245.77042
7377,204.37878
7378,116.23518
7379,74.87801
7380,72.22722
7381,53.78441
7382,100.342155
7383,86.63194
7384,123.64526
7385,190.94215
7386,444.15668
7387,287.89682
7388,403.05338
7389,244.01488
7390,689.6071
7391,838.48126
7392,844.1476
7393,254.44676
7394,113.05062
7395,288.51633
7396,123.02818
7397,260.03217
7398,270.32147
7399,725.0472
7400,1137.8378
7401,972.70746
7402,850.33014
7403,1005.2944
7404,1027.0977
7405,1135.0541
7406,1131.3352
7407,1310.9406
7408,1490.9242
7409,1949.4329
7410,2457.0208
7411,2344.5513
7412,1882.8914
7413,1914.4902
7414,1763.2963
7415,1294.6116
7416,747.49475
7417,681.79834
7418,508.4125
7419,339.63507
7420,310.85587
7421,276.30396
7422,391.95627
7423,1237.5188
7424,1756.355
7425,1003.17535
7426,940.7551
7427,973.8824
7428,988.3488
7429,1039.9552
7430,1033.6237
7431,1046.3319
7432,1199.2002
7433,133.81375
7434,177.94193
7435,522.52356
7436,522.6536
7437,548.41797
7438,504.66388
7439,489.88742
7440,551.77185
7441,350.4015
7442,188.12743
7443,205.23888
7444,211.35118
7445,112.48351
7446,92.82329
7447,765.11224
7448,988.4406
7449,830.2824
7450,970.98944
7451,982.56055
7452,1054.6738
7453,1054.0573
7454,1126.2572
7455,1072.1771
7456,1266.7482
7457,1865.5795
7458,2539.0154
7459,2181.6282
7460,2178.3015
7461,1777.4045
7462,1657.898
7463,1311.2527
7464,717.6261
7465,643.70764
